Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
9/29/2016,11250,10100,9650,11400,11150,12750,12200,31500,31500,114200,117350,110450,21450,21450,40050,40050,37100,37100,39400,39750,38950,31200,30950,31550,13700,12700,14450,13950,16000,17300,14850,16650,14050,13450,16850,16500,20050,18850,35550,35550,142800,152150,134900,23700,23700,52050,52050,42800,42800,56950,59800,54000,49650,49450,50400,14850,14750,14950,17200,17900,16450
9/30/2016,11250,10100,9650,11400,11150,12700,12200,30900,30900,114150,117300,110350,21450,21450,40000,40000,36900,36900,40100,40550,39450,31350,31100,31500,13700,12650,14400,13900,15950,17250,14800,16650,14050,13450,16850,16500,20050,18850,35550,35550,142800,152150,134900,23700,23700,52050,52050,42800,42800,56950,59800,54000,49650,49450,50400,14850,14750,14950,17200,17900,16450
10/3/2016,11250,10050,9650,11400,11150,12650,12150,30800,30800,114200,117450,110350,21500,21500,38800,38800,36600,36600,41000,41600,40100,31100,31100,31000,13650,12550,14400,13900,15900,17200,14750,16450,14050,13450,16750,16400,19650,18200,34950,34950,145200,154050,138050,23600,23600,51750,51750,43000,43000,58500,62350,54600,50950,50400,64700,14850,14700,15050,17200,18000,16350
10/4/2016,11250,10050,9650,11400,11100,12650,12150,30750,30750,114250,117450,110400,21450,21450,38700,38700,36650,36650,41650,41900,40600,30900,31100,30550,13650,12550,14400,13900,15900,17200,14750,16450,14050,13450,16750,16400,19650,18200,34950,34950,145200,154050,138050,23600,23600,51750,51750,43000,43000,58500,62350,54600,50950,50400,64700,14850,14700,15050,17200,18000,16350
10/5/2016,11250,10100,9700,11400,11100,12650,12150,30650,30650,114350,117650,110400,21700,21700,38300,38300,36700,36700,41650,42250,40600,31650,31750,31600,13700,12550,14450,13900,15900,17200,14700,16450,14050,13450,16750,16400,19650,18200,34950,34950,145200,154050,138050,23600,23600,51750,51750,43000,43000,58500,62350,54600,50950,50400,64700,14850,14700,15050,17200,18000,16350
10/6/2016,11200,10100,9650,11400,11100,12600,12100,30650,30650,114200,117550,110100,21650,21650,37800,37800,36500,36500,41750,41500,41050,31450,31600,31300,13700,12500,14450,13900,15850,17200,14700,16450,14050,13450,16750,16400,19650,18200,34950,34950,145200,154050,138050,23600,23600,51750,51750,43000,43000,58500,62350,54600,50950,50400,64700,14850,14700,15050,17200,18000,16350
10/7/2016,11200,10100,9650,11400,11100,12600,12100,30750,30750,114050,117400,110100,21650,21650,37700,37700,36650,36650,41950,42000,40950,31350,31400,31300,13700,12550,14500,13900,15850,17200,14650,16450,14050,13450,16750,16400,19650,18200,34950,34950,145200,154050,138050,23600,23600,51750,51750,43000,43000,58500,62350,54600,50950,50400,64700,14850,14700,15050,17200,18000,16350
10/10/2016,11200,10100,9650,11400,11100,12600,12100,30800,30800,114000,117400,109900,21600,21600,37200,37200,36600,36600,45400,44850,44800,31750,31450,31950,13700,12450,14500,13900,15800,17200,14600,16400,14050,13500,16650,16250,19650,18150,35150,35150,143600,152500,136350,23550,23550,50300,50300,43100,43100,61450,65000,57850,49850,49500,55900,14900,14700,15050,17100,17900,16300
10/11/2016,11200,10100,9650,11400,11100,12600,12100,31000,31000,114000,117400,109900,21550,21550,37100,37100,36600,36600,46800,46550,45950,32200,31750,32550,13700,12450,14550,13900,15800,17150,14600,16400,14050,13500,16650,16250,19650,18150,35150,35150,143600,152500,136350,23550,23550,50300,50300,43100,43100,61450,65000,57850,49850,49500,55900,14900,14700,15050,17100,17900,16300
10/12/2016,11200,10100,9650,11400,11100,12600,12100,31100,31100,113950,117350,109850,21600,21600,36750,36750,36750,36750,46950,46750,46100,32250,31750,32800,13650,12400,14500,13900,15750,17200,14550,16400,14050,13500,16650,16250,19650,18150,35150,35150,143600,152500,136350,23550,23550,50300,50300,43100,43100,61450,65000,57850,49850,49500,55900,14900,14700,15050,17100,17900,16300
10/13/2016,11200,10100,9650,11400,11100,12600,12100,31200,31200,114000,117350,109900,21600,21600,36600,36600,36950,36950,47400,47000,46700,32600,31750,33550,13650,12400,14500,13900,15750,17150,14550,16400,14050,13500,16650,16250,19650,18150,35150,35150,143600,152500,136350,23550,23550,50300,50300,43100,43100,61450,65000,57850,49850,49500,55900,14900,14700,15050,17100,17900,16300
10/14/2016,11200,10100,9650,11400,11100,12600,12100,31250,31250,113950,117350,109900,21600,21600,36800,36800,36950,36950,47500,47150,46800,33200,31950,34450,13650,12400,14500,13900,15800,17150,14550,16400,14050,13500,16650,16250,19650,18150,35150,35150,143600,152500,136350,23550,23550,50300,50300,43100,43100,61450,65000,57850,49850,49500,55900,14900,14700,15050,17100,17900,16300
10/17/2016,11200,10100,9650,11400,11150,12600,12100,31800,31800,113850,117250,109750,21550,21550,36650,36650,37000,37000,48850,48300,48100,35700,33850,37850,13650,12400,14500,13900,15750,17150,14500,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/18/2016,11200,10100,9700,11450,11150,12600,12100,31800,31800,113950,117400,109800,21550,21550,36500,36500,36900,36900,49700,48650,49400,35900,34150,37950,13650,12350,14500,13900,15750,17150,14500,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/19/2016,11250,10100,9700,11450,11150,12600,12100,31950,31950,113850,117350,109700,21550,21550,36550,36550,36950,36950,50000,49050,49850,36250,34650,38200,13650,12350,14500,13900,15700,17150,14450,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/20/2016,11250,10100,9700,11450,11150,12600,12100,31750,31750,113900,117300,109750,21550,21550,35850,35850,36800,36800,50350,49500,50150,36750,35000,39050,13650,12350,14500,13900,15700,17150,14450,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/21/2016,11250,10100,9700,11450,11100,12600,12150,31850,31850,113800,117150,109800,21450,21450,35700,35700,36650,36650,50550,49600,50350,36900,35350,39000,13600,12300,14450,13900,15700,17150,14450,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/24/2016,11250,10100,9700,11650,11150,12600,12150,31500,31500,113900,117250,109950,21450,21450,35550,35550,36800,36800,51250,50500,50650,38350,36250,40650,13600,12300,14500,13900,15700,17150,14400,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/25/2016,11200,10100,9650,11400,11100,12600,12100,31400,31400,113950,117300,109900,21450,21450,35950,35950,36850,36850,51700,51200,50950,38550,36600,40850,13600,12300,14500,13900,15650,17150,14400,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/26/2016,11250,10100,9650,11400,11150,12600,12150,31050,31050,113900,117300,109900,21450,21450,36600,36600,36850,36850,52050,51400,51650,38750,36650,41300,13600,12300,14500,13900,15650,17100,14400,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/27/2016,11250,10100,9700,11400,11150,12600,12150,31000,31000,113900,117300,109900,21450,21450,36450,36450,36700,36700,51650,51050,51550,39150,37150,41950,13600,12300,14500,13900,15650,17100,14400,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/28/2016,11250,10100,9700,11400,11150,12600,12150,30850,30850,113950,117300,109950,21350,21350,36750,36750,36700,36700,51350,50650,51300,39350,37300,42250,13600,12300,14500,13900,15650,17100,14400,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
10/31/2016,11200,10100,9700,11350,11150,12550,12150,30650,30650,113900,117300,109850,21400,21400,37550,37550,36700,36700,53050,51600,53050,40300,37700,43550,13600,12300,14450,13900,15600,17050,14350,16400,14000,13500,16650,16200,19700,18150,35400,35400,143400,153300,135200,23550,23550,50050,50050,43300,43300,62800,66450,59100,51500,51050,59400,14900,14700,15050,17150,17850,16450
11/1/2016,11200,10100,9700,11400,11150,12500,12150,30600,30600,113700,117050,109700,21350,21350,37750,37750,36700,36700,53050,51500,53050,40450,37900,43550,13600,12250,14450,13900,15600,17050,14300,16350,13950,13550,16500,16200,19650,18050,35150,35150,144550,153050,137600,23350,23350,49450,49450,44350,44350,64350,68100,60550,52600,52200,59400,14850,14750,14950,17050,17700,16350
11/2/2016,11200,10100,9700,11350,11150,12500,12100,30650,30650,114050,117350,110100,21300,21300,38150,38150,36950,36950,54500,52400,54650,41550,38900,45250,13650,12400,14450,13900,15600,17050,14300,16350,13950,13550,16500,16200,19650,18050,35150,35150,144550,153050,137600,23350,23350,49450,49450,44350,44350,64350,68100,60550,52600,52200,59400,14850,14750,14950,17050,17700,16350
11/3/2016,11200,10050,9650,11400,11150,12500,12100,30600,30600,113750,117000,109800,21300,21300,38350,38350,37050,37050,55800,53050,56200,42300,39150,46250,13600,12250,14500,13900,15650,17100,14300,16350,13950,13550,16500,16200,19650,18050,35150,35150,144550,153050,137600,23350,23350,49450,49450,44350,44350,64350,68100,60550,52600,52200,59400,14850,14750,14950,17050,17700,16350
11/4/2016,11200,10050,9650,11400,11150,12550,12100,30750,30750,113900,117250,109950,21250,21250,39250,39250,37150,37150,56750,54150,57450,43600,39700,48700,13600,12200,14500,13900,15550,17100,14150,16350,13950,13550,16500,16200,19650,18050,35150,35150,144550,153050,137600,23350,23350,49450,49450,44350,44350,64350,68100,60550,52600,52200,59400,14850,14750,14950,17050,17700,16350
11/7/2016,11250,10050,9650,11600,11150,12550,12100,32750,32750,112800,117250,107550,21450,21450,40600,40600,37200,37200,58500,55200,59550,47100,42000,53150,13600,12200,14500,13900,15550,17100,14150,16350,13950,13550,16500,16300,19650,18050,34950,34950,146650,154350,140500,23350,23350,49350,49350,44650,44650,68550,71100,65950,54150,53450,73200,14850,14800,14900,17000,17700,16300
11/8/2016,11200,10050,9650,11400,11150,12550,12100,32850,32850,112800,117200,107550,21450,21450,40950,40950,37300,37300,58850,55950,59650,47750,42400,54050,13600,12200,14500,13850,15550,17100,14150,16350,13950,13550,16500,16300,19650,18050,34950,34950,146650,154350,140500,23350,23350,49350,49350,44650,44650,68550,71100,65950,54150,53450,73200,14850,14800,14900,17000,17700,16300
11/9/2016,11200,10050,9650,11350,11150,12550,12100,32900,32900,112800,117200,107500,21450,21450,41200,41200,37350,37350,58850,56550,59150,47250,41500,53750,13600,12200,14500,13900,15500,17100,14100,16350,13950,13550,16500,16300,19650,18050,34950,34950,146650,154350,140500,23350,23350,49350,49350,44650,44650,68550,71100,65950,54150,53450,73200,14850,14800,14900,17000,17700,16300
11/10/2016,11200,10100,9650,11400,11150,12550,12150,32900,32900,112750,117200,107500,21450,21450,41800,41800,37450,37450,57800,55650,58150,47400,41850,53600,13600,12250,14500,13900,15500,17100,14100,16350,13950,13550,16500,16300,19650,18050,34950,34950,146650,154350,140500,23350,23350,49350,49350,44650,44650,68550,71100,65950,54150,53450,73200,14850,14800,14900,17000,17700,16300
11/11/2016,11200,10100,9650,11400,11150,12550,12150,33000,33000,112750,117200,107500,21400,21400,42350,42350,37700,37700,57700,56100,58050,47900,42300,54400,13600,12200,14500,13850,15500,17100,14100,16350,13950,13550,16500,16300,19650,18050,34950,34950,146650,154350,140500,23350,23350,49350,49350,44650,44650,68550,71100,65950,54150,53450,73200,14850,14800,14900,17000,17700,16300
11/14/2016,11250,10100,9650,11400,11150,12600,12150,33100,33100,112550,117000,107400,21400,21400,43500,43500,38050,38050,57500,55950,57800,47700,43050,53250,13600,12250,14500,13850,15500,17050,14100,16350,13950,13550,16500,16300,19650,18100,35000,35000,145900,154150,139250,23100,23100,50650,50650,45350,45350,72000,73050,70900,58250,57750,82000,14900,14800,14900,17000,17700,16250
11/15/2016,11250,10100,9650,11400,11150,12600,12150,33250,33250,112550,117000,107400,21400,21400,43550,43550,38350,38350,57900,56100,58250,48400,43550,53900,13600,12300,14500,13850,15450,17050,14100,16350,13950,13550,16500,16300,19650,18100,35000,35000,145900,154150,139250,23100,23100,50650,50650,45350,45350,72000,73050,70900,58250,57750,82000,14900,14800,14900,17000,17700,16250
11/16/2016,11250,10100,9650,11400,11150,12600,12150,31350,31350,114000,117350,110150,21200,21200,43500,43500,37900,37900,58500,56600,58800,48350,43550,54150,13600,12300,14550,13800,15500,17000,14150,16350,13950,13550,16500,16300,19650,18100,35000,35000,145900,154150,139250,23100,23100,50650,50650,45350,45350,72000,73050,70900,58250,57750,82000,14900,14800,14900,17000,17700,16250
11/17/2016,11250,10100,9650,11400,11150,12600,12150,31500,31500,113350,116650,109550,21200,21200,43550,43550,38100,38100,57950,56150,58200,47900,43050,53400,13600,12300,14500,13850,15450,17050,14100,16350,13950,13550,16500,16300,19650,18100,35000,35000,145900,154150,139250,23100,23100,50650,50650,45350,45350,72000,73050,70900,58250,57750,82000,14900,14800,14900,17000,17700,16250
11/18/2016,11250,10100,9700,11400,11150,12600,12100,31400,31400,113350,116600,109550,21350,21350,43800,43800,38100,38100,58100,55950,58400,47550,43050,52650,13600,12300,14500,13850,15500,17050,14100,16350,13950,13550,16500,16300,19650,18100,35000,35000,145900,154150,139250,23100,23100,50650,50650,45350,45350,72000,73050,70900,58250,57750,82000,14900,14800,14900,17000,17700,16250
11/21/2016,11250,10100,9700,11350,11150,12550,12100,31500,31500,113600,116850,109850,21150,21150,43650,43650,38100,38100,58550,56250,58700,47650,44200,51050,13600,12300,14450,13850,15450,17000,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/22/2016,11250,10100,9700,11400,11150,12550,12100,31200,31200,113500,116750,109750,21350,21350,43600,43600,38400,38400,58100,55950,58200,47250,44100,50250,13600,12300,14450,13850,15450,17000,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/23/2016,11200,10100,9700,11400,11150,12550,12100,31050,31050,113450,116650,109650,21350,21350,43450,43450,38350,38350,57100,55300,57350,46250,43400,49150,13600,12300,14450,13850,15450,17000,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/24/2016,11250,10100,9650,11400,11150,12550,12150,30950,30950,113550,116800,109800,21350,21350,43300,43300,38400,38400,55950,54650,56050,46050,43200,49000,13600,12300,14450,13850,15450,17000,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/25/2016,11250,10100,9650,11400,11150,12550,12150,30950,30950,113500,116750,109750,21350,21350,43150,43150,38450,38450,55150,54100,55150,45950,43600,48200,13600,12300,14450,13850,15450,17050,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/28/2016,11250,10100,9700,11400,11150,12600,12150,30750,30750,113450,116750,109600,21400,21400,42850,42850,38550,38550,52850,51800,52950,45150,43550,46100,13600,12300,14450,13800,15400,17000,14050,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/29/2016,11200,10050,9650,11350,11150,12550,12150,30850,30850,114050,117400,110250,21200,21200,42500,42500,38550,38550,52350,50750,52900,45700,43900,46950,13600,12300,14500,13800,15450,16950,14150,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
11/30/2016,11250,10100,9650,11350,11150,12600,12150,30800,30800,113450,116800,109550,21300,21300,42450,42450,38850,38850,51150,49450,52000,44350,42900,45850,13600,12300,14450,13850,15450,17000,14100,16400,13950,13500,16500,16350,19650,18150,34800,34800,144950,152500,138900,22750,22750,52150,52150,44800,44800,74200,75450,72950,58950,58950,70000,14950,14850,15000,17050,17850,16200
12/1/2016,11200,10100,9650,11350,11150,12600,12100,31000,31000,113600,116900,109600,21300,21300,42100,42100,38750,38750,50950,49350,51950,44850,43800,45600,13600,12250,14450,13850,15400,17000,14100,16450,14000,13500,16550,16300,19950,18250,34500,34500,145550,152400,140250,22950,22950,53550,53550,46450,46450,75950,76200,75750,60300,60450,66200,14900,14750,14950,17050,17750,16350
12/2/2016,11200,10100,9650,11350,11150,12600,12100,31000,31000,113400,116700,109550,21350,21350,42100,42100,38750,38750,50450,48600,51900,44950,43900,46250,13600,12250,14450,13850,15450,17000,14100,16450,14000,13500,16550,16300,19950,18250,34500,34500,145550,152400,140250,22950,22950,53550,53550,46450,46450,75950,76200,75750,60300,60450,66200,14900,14750,14950,17050,17750,16350
12/5/2016,11200,10100,9650,11350,11150,12600,12100,31200,31200,113300,116650,109400,21300,21300,41600,41600,38800,38800,50750,49400,51950,44650,43400,45850,13750,12700,14450,13900,15400,17000,14050,16450,14000,13500,16550,16300,19950,18250,34600,34600,145350,151750,140400,23450,23450,53300,53300,46350,46350,75550,75300,75800,59250,59400,66200,14850,14750,14900,17000,17750,16250
12/6/2016,11150,10050,9650,11300,11100,12550,12100,31500,31500,113850,117350,109850,21500,21500,41200,41200,38700,38700,51200,49500,52400,45700,44200,47350,13700,12600,14500,13850,15400,17000,14100,16450,14000,13500,16550,16300,19950,18250,34600,34600,145350,151750,140400,23450,23450,53300,53300,46350,46350,75550,75300,75800,59250,59400,66200,14850,14750,14900,17000,17750,16250
12/7/2016,11200,10050,9650,11350,11150,12550,12100,31550,31550,113550,116850,109700,21650,21650,41200,41200,38950,38950,50450,48950,51700,46050,44850,47400,13700,12650,14450,13850,15400,17000,14100,16450,14000,13500,16550,16300,19950,18250,34600,34600,145350,151750,140400,23450,23450,53300,53300,46350,46350,75550,75300,75800,59250,59400,66200,14850,14750,14900,17000,17750,16250
12/8/2016,11200,10050,9650,11350,11150,12600,12100,31650,31650,113600,116800,109900,21800,21800,41100,41100,38900,38900,49950,48500,50900,47100,45850,48500,13750,12700,14450,13850,15400,17050,14100,16450,14000,13500,16550,16300,19950,18250,34600,34600,145350,151750,140400,23450,23450,53300,53300,46350,46350,75550,75300,75800,59250,59400,66200,14850,14750,14900,17000,17750,16250
12/9/2016,11200,10050,9650,11350,11100,12550,12100,31700,31700,113450,116800,109550,21900,21900,40900,40900,38950,38950,49850,48800,50850,47450,46300,48700,13750,12700,14450,13850,15400,17000,14100,16450,14000,13500,16550,16300,19950,18250,34600,34600,145350,151750,140400,23450,23450,53300,53300,46350,46350,75550,75300,75800,59250,59400,66200,14850,14750,14900,17000,17750,16250
